CODGEO;Code département;Code de la commune;LIBGEO;population_totale;taux_diplome_universitaire_total;taux_bac_ou_moins_total;taux_universitaire_16_24_ans;taux_bac_ou_moins_16_24_ans;taux_universitaire_25_ans_et_plus;taux_bac_ou_moins_25_ans_et_plus
44046;44;046;Corsept;2349;17.67;82.33;6.99;93.01;18.59;81.41
44047;44;047;Couëron;23403;26.98;73.02;21.34;78.66;27.44;72.56
44048;44;048;Couffé;2331;22.48;77.52;13.86;86.14;23.14;76.86
44049;44;049;Le Croisic;4423;17.61;82.39;6.04;93.96;18.02;81.98
44050;44;050;Crossac;2729;20.59;79.41;8.0;92.0;21.46;78.54
44051;44;051;Derval;3140;18.57;81.43;8.46;91.54;19.26;80.74
44052;44;052;Donges;6992;14.89;85.11;12.81;87.19;15.07;84.93
44053;44;053;Drefféac;2073;22.33;77.67;13.33;86.67;22.89;77.11
44054;44;054;Erbray;2624;15.89;84.11;35.71;64.29;14.54;85.46
44055;44;055;La Baule-Escoublac;20109;28.55;71.45;24.75;75.25;28.69;71.31
44056;44;056;Fay-de-Bretagne;3448;23.52;76.48;30.19;69.81;22.97;77.03
44057;44;057;Fégréac;2143;17.97;82.03;28.76;71.24;17.14;82.86
44058;44;058;Fercé;428;19.63;80.37;0.0;100.0;20.24;79.76
44061;44;061;Frossay;2717;15.72;84.28;19.53;80.47;15.53;84.47
44062;44;062;Le Gâvre;1697;22.16;77.84;15.38;84.62;22.78;77.22
44063;44;063;Gétigné;3597;21.63;78.37;12.5;87.5;22.17;77.83
44064;44;064;Gorges;4638;24.88;75.12;23.64;76.36;24.96;75.04
44065;44;065;Grand-Auverné;657;17.5;82.5;20.0;80.0;17.43;82.57
44066;44;066;Grandchamp-des-Fontaines;6815;31.59;68.41;19.9;80.1;32.31;67.69
44067;44;067;Guémené-Penfao;4890;17.42;82.58;16.93;83.07;17.46;82.54
44068;44;068;Guenrouet;3124;18.82;81.18;18.13;81.87;18.86;81.14
44069;44;069;Guérande;17730;25.72;74.28;20.35;79.65;25.97;74.03
44070;44;070;La Haie-Fouassière;4827;27.68;72.32;28.21;71.79;27.64;72.36
44071;44;071;Haute-Goulaine;6354;28.91;71.09;24.79;75.21;29.15;70.85
44072;44;072;Herbignac;6769;21.52;78.48;16.17;83.83;21.83;78.17
44073;44;073;Héric;6282;25.36;74.64;28.02;71.98;25.15;74.85
44074;44;074;Indre;4457;31.95;68.05;19.18;80.82;32.61;67.39
44075;44;075;Issé;1606;12.08;87.92;20.69;79.31;11.59;88.41
44076;44;076;Jans;1328;21.84;78.16;9.02;90.98;23.13;76.87
44077;44;077;Joué-sur-Erdre;2335;19.23;80.77;12.0;88.0;19.73;80.27
44078;44;078;Juigné-des-Moutiers;258;5.43;94.57;0.0;100.0;5.51;94.49
44079;44;079;Le Landreau;3062;24.1;75.9;23.71;76.29;24.13;75.87
44080;44;080;Lavau-sur-Loire;744;26.48;73.52;0.0;100.0;27.51;72.49
44081;44;081;Legé;4141;13.93;86.07;15.79;84.21;13.78;86.22
44082;44;082;Ligné;4882;24.05;75.95;15.5;84.5;24.52;75.48
44083;44;083;La Limouzinière;2288;23.99;76.01;16.92;83.08;24.42;75.58
44084;44;084;Le Loroux-Bottereau;7951;21.92;78.08;20.82;79.18;22.0;78.0
44085;44;085;Louisfert;856;15.89;84.11;12.99;87.01;16.17;83.83
44086;44;086;Lusanger;959;18.14;81.86;19.67;80.33;18.04;81.96
44087;44;087;Machecoul-Saint-Même;6990;16.09;83.91;7.94;92.06;16.64;83.36
44088;44;088;Maisdon-sur-Sèvre;3103;29.97;70.03;27.27;72.73;30.14;69.86
44089;44;089;Malville;3576;28.1;71.9;12.22;87.78;28.95;71.05
44090;44;090;La Marne;1400;17.0;83.0;16.67;83.33;17.02;82.98
44091;44;091;Marsac-sur-Don;1396;20.63;79.37;20.99;79.01;20.61;79.39
44092;44;092;Massérac;604;16.56;83.44;14.29;85.71;16.67;83.33
44094;44;094;Mauves-sur-Loire;3365;27.1;72.9;11.68;88.32;28.15;71.85
44095;44;095;La Meilleraye-de-Bretagne;1415;18.02;81.98;13.54;86.46;18.35;81.65
44096;44;096;Mésanger;4299;20.33;79.67;22.52;77.48;20.17;79.83
44097;44;097;Mesquer;2318;24.12;75.88;5.97;94.03;24.66;75.34
44098;44;098;Missillac;5155;20.74;79.26;13.19;86.81;21.16;78.84
44099;44;099;Moisdon-la-Rivière;1794;17.28;82.72;20.61;79.39;17.02;82.98
44100;44;100;Monnières;2194;25.07;74.93;17.99;82.01;25.55;74.45
44101;44;101;La Montagne;6234;24.17;75.83;14.53;85.47;24.74;75.26
44102;44;102;Montbert;3037;21.3;78.7;12.89;87.11;21.88;78.12
44103;44;103;Montoir-de-Bretagne;6396;15.99;84.01;17.08;82.92;15.91;84.09
44104;44;104;Montrelais;681;12.92;87.08;0.0;100.0;13.37;86.63
44105;44;105;Mouais;304;15.13;84.87;0.0;100.0;16.03;83.97
44106;44;106;Les Moutiers-en-Retz;1916;20.98;79.02;15.79;84.21;21.25;78.75
44107;44;107;Mouzeil;1714;21.82;78.18;9.56;90.44;22.88;77.12
44108;44;108;Mouzillon;2776;24.89;75.11;26.32;73.68;24.8;75.2
44109;44;109;Nantes;362558;35.4;64.6;31.16;68.84;35.88;64.12
44110;44;110;Nort-sur-Erdre;9289;27.47;72.53;19.53;80.47;28.06;71.94
44111;44;111;Notre-Dame-des-Landes;2278;25.11;74.89;17.16;82.84;25.75;74.25
44112;44;112;Noyal-sur-Brutz;507;18.74;81.26;15.38;84.62;18.92;81.08
44113;44;113;Nozay;3894;20.42;79.58;15.94;84.06;20.85;79.15
44114;44;114;Orvault;30949;33.73;66.27;29.06;70.94;34.06;65.94
44115;44;115;Oudon;4170;29.69;70.31;28.24;71.76;29.8;70.2
44116;44;116;Paimbœuf;2869;18.19;81.81;4.88;95.12;19.0;81.0
44117;44;117;Le Pallet;3439;30.65;69.35;30.12;69.88;30.69;69.31
44118;44;118;Pannecé;1199;20.18;79.82;18.52;81.48;20.26;79.74
44119;44;119;Paulx;1789;19.01;80.99;9.28;90.72;19.56;80.44
44120;44;120;Le Pellerin;5143;24.25;75.75;19.01;80.99;24.55;75.45
44121;44;121;Petit-Auverné;367;6.27;93.73;0.0;100.0;6.82;93.18
44122;44;122;Petit-Mars;3873;28.66;71.34;28.79;71.21;28.65;71.35
44123;44;123;Pierric;913;16.54;83.46;11.36;88.64;16.8;83.2
44124;44;124;Le Pin;684;16.67;83.33;0.0;100.0;17.87;82.13
44125;44;125;Piriac-sur-Mer;2977;24.92;75.08;24.29;75.71;24.94;75.06
44126;44;126;La Plaine-sur-Mer;4374;14.72;85.28;9.84;90.16;15.01;84.99
44127;44;127;La Planche;2472;19.62;80.38;19.11;80.89;19.65;80.35
44128;44;128;Plessé;4780;19.48;80.52;10.0;90.0;20.0;80.0
44129;44;129;Pontchâteau;12305;20.41;79.59;21.86;78.14;20.29;79.71
44130;44;130;Pont-Saint-Martin;6586;24.46;75.54;24.54;75.46;24.46;75.54
44131;44;131;Pornic;20725;26.4;73.6;19.33;80.67;26.72;73.28
44132;44;132;Pornichet;14473;28.92;71.08;31.05;68.95;28.81;71.19
44133;44;133;Port-Saint-Père;3013;26.29;73.71;19.33;80.67;26.57;73.43
44134;44;134;Pouillé-les-Côteaux;923;22.64;77.36;29.11;70.89;22.04;77.96
44135;44;135;Le Pouliguen;4600;21.74;78.26;16.43;83.57;21.91;78.09
44136;44;136;Préfailles;1474;27.07;72.93;26.47;73.53;27.1;72.9
44137;44;137;Prinquiau;3150;22.29;77.71;16.57;83.43;22.63;77.37
44138;44;138;Puceul;981;21.1;78.9;23.14;76.86;20.81;79.19
44139;44;139;Quilly;1348;23.37;76.63;10.53;89.47;24.14;75.86
44140;44;140;La Regrippière;1347;17.67;82.33;4.6;95.4;18.57;81.43
44141;44;141;La Remaudière;1081;19.43;80.57;13.85;86.15;19.78;80.22
44142;44;142;Remouillé;1910;24.29;75.71;26.09;73.91;24.08;75.92
44143;44;143;Rezé;46530;30.55;69.45;25.58;74.42;30.96;69.04
44144;44;144;Riaillé;2213;20.97;79.03;8.92;91.08;21.89;78.11
44145;44;145;Rouans;3022;22.67;77.33;14.67;85.33;23.08;76.92
44146;44;146;Rougé;1873;13.29;86.71;14.29;85.71;13.23;86.77
44148;44;148;Ruffigné;587;8.86;91.14;0.0;100.0;9.17;90.83
44149;44;149;Saffré;3697;24.15;75.85;12.26;87.74;24.51;75.49
44150;44;150;Saint-Aignan-Grandlieu;3797;23.91;76.09;19.63;80.37;24.18;75.82
44151;44;151;Saint-André-des-Eaux;7261;28.12;71.88;21.81;78.19;28.47;71.53
44152;44;152;Sainte-Anne-sur-Brivet;2599;17.2;82.8;7.14;92.86;17.77;82.23
44153;44;153;Saint-Aubin-des-Châteaux;1554;16.28;83.72;9.92;90.08;16.87;83.13
44154;44;154;Saint-Brevin-les-Pins;15581;23.09;76.91;22.52;77.48;23.11;76.89
44155;44;155;Saint-Colomban;3156;23.13;76.87;18.87;81.13;23.44;76.56
44156;44;156;Corcoué-sur-Logne;2820;20.5;79.5;23.81;76.19;20.31;79.69
44157;44;157;Saint-Étienne-de-Mer-Morte;1455;17.53;82.47;13.79;86.21;17.94;82.06
44158;44;158;Saint-Étienne-de-Montluc;8175;31.6;68.4;30.65;69.35;31.65;68.35
44159;44;159;Saint-Fiacre-sur-Maine;1300;31.54;68.46;27.87;72.13;31.72;68.28
44161;44;161;Saint-Gildas-des-Bois;3357;14.66;85.34;8.93;91.07;15.07;84.93
44162;44;162;Saint-Herblain;53602;29.64;70.36;27.55;72.45;29.84;70.16
44163;44;163;Vair-sur-Loire;4133;19.33;80.67;8.11;91.89;19.86;80.14
44164;44;164;Saint-Hilaire-de-Chaléons;2133;20.58;79.42;23.53;76.47;20.33;79.67
44165;44;165;Saint-Hilaire-de-Clisson;2158;23.08;76.92;24.24;75.76;22.98;77.02
44166;44;166;Saint-Jean-de-Boiseau;5647;24.31;75.69;23.49;76.51;24.36;75.64
44168;44;168;Saint-Joachim;3648;13.68;86.32;12.24;87.76;13.78;86.22
44169;44;169;Saint-Julien-de-Concelles;7948;28.33;71.67;27.21;72.79;28.4;71.6
44170;44;170;Saint-Julien-de-Vouvantes;836;13.52;86.48;24.64;75.36;12.52;87.48
44171;44;171;Saint-Léger-les-Vignes;1959;25.98;74.02;10.98;89.02;26.64;73.36
44172;44;172;Sainte-Luce-sur-Loire;16903;31.21;68.79;25.43;74.57;31.62;68.38
44173;44;173;Saint-Lumine-de-Clisson;1827;18.34;81.66;22.22;77.78;18.13;81.87
44174;44;174;Saint-Lumine-de-Coutais;2055;18.88;81.12;6.76;93.24;19.82;80.18
44175;44;175;Saint-Lyphard;4941;21.64;78.36;16.61;83.39;21.97;78.03
44176;44;176;Saint-Malo-de-Guersac;2929;17.79;82.21;17.76;82.24;17.79;82.21
44178;44;178;Saint-Mars-de-Coutais;2535;22.41;77.59;24.54;75.46;22.26;77.74
44179;44;179;Saint-Mars-du-Désert;5113;26.66;73.34;24.15;75.85;26.81;73.19
44180;44;180;Vallons-de-l'Erdre;5726;15.09;84.91;15.83;84.17;15.02;84.98
44182;44;182;Saint-Michel-Chef-Chef;5281;18.03;81.97;12.25;87.75;18.26;81.74
44183;44;183;Saint-Molf;2654;22.65;77.35;19.66;80.34;22.86;77.14
44184;44;184;Saint-Nazaire;74460;24.43;75.57;21.25;78.75;24.67;75.33
44185;44;185;Saint-Nicolas-de-Redon;3168;17.74;82.26;7.63;92.37;18.55;81.45
44186;44;186;Sainte-Pazanne;6466;22.97;77.03;23.3;76.7;22.94;77.06
44187;44;187;Saint-Père-en-Retz;4200;17.86;82.14;11.72;88.28;18.31;81.69
44188;44;188;Saint-Philbert-de-Grand-Lieu;8539;20.55;79.45;13.24;86.76;21.12;78.88
44189;44;189;Sainte-Reine-de-Bretagne;2157;16.46;83.54;18.35;81.65;16.36;83.64
44190;44;190;Saint-Sébastien-sur-Loire;31567;31.37;68.63;29.1;70.9;31.53;68.47
44192;44;192;Saint-Viaud;2323;14.89;85.11;15.15;84.85;14.87;85.13
44193;44;193;Saint-Vincent-des-Landes;1317;13.36;86.64;9.47;90.53;13.67;86.33
44194;44;194;Sautron;9634;33.95;66.05;35.43;64.57;33.87;66.13
44195;44;195;Savenay;8873;26.21;73.79;20.34;79.66;26.58;73.42
44196;44;196;Sévérac;1509;17.5;82.5;13.24;86.76;17.7;82.3
44197;44;197;Sion-les-Mines;1407;14.5;85.5;20.0;80.0;14.23;85.77
44198;44;198;Les Sorinières;9285;27.88;72.12;29.44;70.56;27.76;72.24
44199;44;199;Soudan;1768;15.16;84.84;24.74;75.26;14.6;85.4
44200;44;200;Soulvache;287;15.33;84.67;0.0;100.0;15.88;84.12
44201;44;201;Sucé-sur-Erdre;8178;33.35;66.65;31.75;68.25;33.4;66.6
44202;44;202;Teillé;1618;13.91;86.09;16.89;83.11;13.61;86.39
44203;44;203;Le Temple-de-Bretagne;1833;21.77;78.23;30.93;69.07;21.26;78.74
44204;44;204;Thouaré-sur-Loire;11983;30.33;69.67;27.51;72.49;30.56;69.44
44205;44;205;Les Touches;2229;16.78;83.22;10.71;89.29;17.1;82.9
44206;44;206;Touvois;1552;14.24;85.76;8.33;91.67;14.63;85.37
44207;44;207;Trans-sur-Erdre;897;15.05;84.95;36.36;63.64;13.66;86.34
44208;44;208;Treffieux;864;22.57;77.43;25.0;75.0;22.41;77.59
44209;44;209;Treillières;10589;30.83;69.17;23.69;76.31;31.26;68.74
44210;44;210;Trignac;7307;14.16;85.84;22.22;77.78;13.25;86.75
44211;44;211;La Turballe;5271;20.83;79.17;16.98;83.02;20.95;79.05
44212;44;212;Vallet;9356;25.09;74.91;23.39;76.61;25.24;74.76
44213;44;213;Loireauxence;6769;17.71;82.29;17.26;82.74;17.74;82.26
44214;44;214;Vay;1810;20.72;79.28;12.5;87.5;21.47;78.53
44215;44;215;Vertou;28877;31.2;68.8;25.03;74.97;31.61;68.39
44216;44;216;Vieillevigne;3501;15.6;84.4;15.71;84.29;15.59;84.41
44217;44;217;Vigneux-de-Bretagne;6965;31.43;68.57;23.82;76.18;31.79;68.21
44218;44;218;Villepot;615;11.38;88.62;20.0;80.0;10.62;89.38
44220;44;220;Vue;1562;23.88;76.12;0.0;100.0;24.57;75.43
44221;44;221;La Chevallerais;1360;28.31;71.69;18.52;81.48;28.71;71.29
44222;44;222;La Roche-Blanche;1100;18.18;81.82;15.0;85.0;18.5;81.5
44223;44;223;Geneston;3732;26.05;73.95;32.86;67.14;25.17;74.83
44224;44;224;La Grigonnais;1560;23.21;76.79;14.29;85.71;23.62;76.38
56001;56;001;Allaire;3637;17.51;82.49;18.07;81.93;17.48;82.52
56002;56;002;Ambon;2192;24.45;75.55;28.23;71.77;24.23;75.77
56003;56;003;Arradon;6960;34.41;65.59;18.46;81.54;34.87;65.13
56004;56;004;Arzal;1775;23.1;76.9;26.74;73.26;22.91;77.09
56005;56;005;Arzon;2702;23.02;76.98;13.51;86.49;23.15;76.85
56006;56;006;Augan;1351;13.99;86.01;13.64;86.36;14.01;85.99
56007;56;007;Auray;15701;26.48;73.52;16.32;83.68;27.13;72.87
56008;56;008;Baden;5489;30.79;69.21;23.33;76.67;31.0;69.0
56009;56;009;Bangor;1146;26.88;73.12;18.75;81.25;27.23;72.77
56010;56;010;Baud;6010;19.48;80.52;21.82;78.18;19.31;80.69
56011;56;011;Béganne;1431;16.63;83.37;6.9;93.1;17.04;82.96
56012;56;012;Beignon;1787;28.04;71.96;23.46;76.54;28.25;71.75
56013;56;013;Belz;4089;20.0;80.0;20.69;79.31;19.98;80.02
56014;56;014;Berné;1425;18.25;81.75;11.76;88.24;18.66;81.34
56015;56;015;Berric;1897;21.03;78.97;9.9;90.1;21.66;78.34
56017;56;017;Bignan;2515;16.1;83.9;25.0;75.0;15.69;84.31
56018;56;018;Billiers;1062;22.03;77.97;11.7;88.3;23.04;76.96
56019;56;019;Billio;316;15.19;84.81;0.0;100.0;15.89;84.11
56020;56;020;Bohal;723;22.13;77.87;0.0;100.0;23.43;76.57
56021;56;021;Brandérion;1362;23.27;76.73;10.13;89.87;24.08;75.92
56022;56;022;Brandivy;1291;21.84;78.16;30.36;69.64;21.46;78.54
56023;56;023;Brech;7115;26.13;73.87;18.67;81.33;26.58;73.42
56024;56;024;Bréhan;2094;12.61;87.39;21.77;78.23;12.03;87.97
56025;56;025;Brignac;148;5.41;94.59;;;5.41;94.59
56026;56;026;Bubry;2307;19.25;80.75;20.43;79.57;19.2;80.8
56027;56;027;Buléon;432;11.34;88.66;0.0;100.0;11.48;88.52
56028;56;028;Caden;1379;11.39;88.61;0.0;100.0;12.01;87.99
56029;56;029;Calan;1153;24.72;75.28;18.84;81.16;25.09;74.91
56030;56;030;Camoël;1126;19.98;80.02;0.0;100.0;20.64;79.36
56031;56;031;Camors;2902;20.06;79.94;19.23;80.77;20.08;79.92
56032;56;032;Campénéac;1707;18.51;81.49;11.9;88.1;18.85;81.15
56033;56;033;Carentoir;2846;11.38;88.62;16.98;83.02;11.05;88.95
56034;56;034;Carnac;5153;28.64;71.36;16.0;84.0;28.96;71.04
56035;56;035;Caro;1122;20.23;79.77;20.9;79.1;20.19;79.81
56036;56;036;Caudan;6921;19.77;80.23;25.07;74.93;19.46;80.54
56039;56;039;La Chapelle-Neuve;832;14.9;85.1;0.0;100.0;15.46;84.54
56040;56;040;Cléguer;3276;21.95;78.05;17.13;82.87;22.29;77.71
56041;56;041;Cléguérec;2620;17.94;82.06;7.14;92.86;18.24;81.76
56042;56;042;Colpo;2172;20.26;79.74;25.69;74.31;19.87;80.13
56043;56;043;Concoret;715;22.24;77.76;15.15;84.85;22.58;77.42
56044;56;044;Cournon;729;16.32;83.68;37.5;62.5;15.09;84.91
56045;56;045;Le Cours;617;18.31;81.69;28.13;71.88;17.78;82.22
56046;56;046;Crach;3733;23.55;76.45;18.64;81.36;23.71;76.29
56047;56;047;Crédin;1370;17.88;82.12;15.66;84.34;18.03;81.97
56048;56;048;Le Croisty;696;13.79;86.21;18.18;81.82;13.65;86.35
56050;56;050;La Croix-Helléan;785;20.0;80.0;24.24;75.76;19.81;80.19
56051;56;051;Cruguel;625;19.2;80.8;22.22;77.78;18.97;81.03
56052;56;052;Damgan;2203;20.43;79.57;28.57;71.43;20.3;79.7
56053;56;053;Elven;5969;21.49;78.51;18.69;81.31;21.7;78.3
56054;56;054;Erdeven;4060;22.46;77.54;24.68;75.32;22.37;77.63
56055;56;055;Étel;2247;20.78;79.22;20.83;79.17;20.78;79.22
56056;56;056;Évriguet;197;12.69;87.31;0.0;100.0;13.37;86.63
56057;56;057;Le Faouët;2835;16.37;83.63;15.19;84.81;16.44;83.56
56058;56;058;Férel;3223;20.45;79.55;19.08;80.92;20.51;79.49
56060;56;060;Les Fougerêts;874;13.27;86.73;23.53;76.47;12.86;87.14
56061;56;061;La Gacilly;3935;18.37;81.63;12.97;87.03;18.64;81.36
56062;56;062;Gâvres;692;14.16;85.84;23.53;76.47;13.93;86.07
56063;56;063;Gestel;2527;22.68;77.32;26.42;73.58;22.51;77.49
56065;56;065;Gourhel;671;20.42;79.58;21.43;78.57;20.35;79.65
56066;56;066;Gourin;3729;15.07;84.93;14.98;85.02;15.08;84.92
56067;56;067;Grand-Champ;5492;22.83;77.17;18.78;81.22;23.02;76.98
56068;56;068;La Grée-Saint-Laurent;290;18.28;81.72;13.16;86.84;19.05;80.95
56069;56;069;Groix;2608;23.89;76.11;36.36;63.64;23.51;76.49
56070;56;070;Guégon;2108;13.33;86.67;28.0;72.0;12.21;87.79
56071;56;071;Guéhenno;714;13.73;86.27;0.0;100.0;14.0;86.0
56072;56;072;Gueltas;469;14.71;85.29;15.15;84.85;14.68;85.32
56073;56;073;Guémené-sur-Scorff;1032;11.53;88.47;24.49;75.51;10.89;89.11
56074;56;074;Guénin;1616;18.87;81.13;17.65;82.35;18.94;81.06
56075;56;075;Guer;5845;23.39;76.61;32.86;67.14;22.23;77.77
56076;56;076;Guern;1299;18.09;81.91;5.97;94.03;18.75;81.25
56077;56;077;Le Guerno;901;17.54;82.46;16.95;83.05;17.58;82.42
56078;56;078;Guidel;12946;28.94;71.06;24.26;75.74;29.07;70.93
56079;56;079;Guillac;1397;22.69;77.31;20.45;79.55;22.76;77.24
56080;56;080;Guilliers;1295;15.21;84.79;4.3;95.7;16.06;83.94
56081;56;081;Guiscriff;2052;13.3;86.7;8.79;91.21;13.51;86.49
56082;56;082;Helléan;344;20.64;79.36;50.0;50.0;19.76;80.24
56083;56;083;Hennebont;16277;22.23;77.77;22.48;77.52;22.22;77.78
56084;56;084;Le Hézo;838;20.76;79.24;15.52;84.48;21.15;78.85
56085;56;085;Hœdic;100;21.0;79.0;50.0;50.0;18.48;81.52
56086;56;086;Île-d'Houat;211;7.11;92.89;0.0;100.0;7.25;92.75
56087;56;087;Île-aux-Moines;789;31.31;68.69;39.13;60.87;31.07;68.93
56088;56;088;Île-d'Arz;360;31.11;68.89;0.0;100.0;31.46;68.54
56089;56;089;Inguiniel;1956;15.95;84.05;11.76;88.24;16.14;83.86
56090;56;090;Inzinzac-Lochrist;6337;20.97;79.03;11.98;88.02;21.55;78.45
56091;56;091;Josselin;2448;15.97;84.03;14.05;85.95;16.07;83.93
56092;56;092;Kerfourn;707;12.45;87.55;0.0;100.0;12.98;87.02
56093;56;093;Kergrist;611;17.35;82.65;17.24;82.76;17.35;82.65
56094;56;094;Kervignac;6822;25.7;74.3;20.46;79.54;25.98;74.02
56096;56;096;Landaul;2302;23.11;76.89;20.8;79.2;23.24;76.76
56097;56;097;Landévant;3720;22.88;77.12;18.63;81.37;23.07;76.93
56098;56;098;Lanester;22352;20.8;79.2;19.1;80.9;20.95;79.05
56099;56;099;Langoëlan;391;17.9;82.1;13.33;86.67;18.28;81.72
56100;56;100;Langonnet;1869;22.9;77.1;22.22;77.78;22.92;77.08
56101;56;101;Languidic;7725;20.71;79.29;24.62;75.38;20.38;79.62
56102;56;102;Forges de Lanouée;1831;11.96;88.04;0.0;100.0;12.22;87.78
56103;56;103;Lantillac;284;8.45;91.55;0.0;100.0;8.86;91.14
56104;56;104;Lanvaudan;737;18.86;81.14;24.0;76.0;18.28;81.72
56105;56;105;Lanvénégen;1095;14.34;85.66;0.0;100.0;14.83;85.17
56106;56;106;Larmor-Baden;1100;32.0;68.0;;;32.0;68.0
56107;56;107;Larmor-Plage;10459;33.13;66.87;34.55;65.45;33.1;66.9
56108;56;108;Larré;1046;23.71;76.29;13.43;86.57;24.41;75.59
56109;56;109;Lauzach;1155;25.45;74.55;33.9;66.1;25.0;75.0
56110;56;110;Lignol;821;15.83;84.17;0.0;100.0;16.29;83.71
56111;56;111;Limerzel;1158;13.3;86.7;0.0;100.0;13.5;86.5
56112;56;112;Lizio;778;18.51;81.49;30.0;70.0;17.89;82.11
56113;56;113;Locmalo;830;16.27;83.73;23.46;76.54;15.49;84.51
56114;56;114;Locmaria;1035;22.22;77.78;10.0;90.0;22.84;77.16
56115;56;115;Locmaria-Grand-Champ;1635;25.63;74.37;18.97;81.03;25.87;74.13
56116;56;116;Locmariaquer;1870;27.59;72.41;34.43;65.57;27.36;72.64
56117;56;117;Locminé;4336;19.17;80.83;22.45;77.55;18.85;81.15
56118;56;118;Locmiquélic;4152;20.93;79.07;15.92;84.08;21.13;78.87
56119;56;119;Locoal-Mendon;3615;27.3;72.7;22.84;77.16;27.51;72.49
56120;56;120;Locqueltas;1872;24.2;75.8;18.87;81.13;24.52;75.48
56121;56;121;Lorient;60745;25.37;74.63;24.05;75.95;25.5;74.5
56122;56;122;Loyat;1557;18.75;81.25;19.63;80.37;18.69;81.31
56123;56;123;Malansac;2264;20.1;79.9;21.77;78.23;20.0;80.0
56124;56;124;Malestroit;2790;23.05;76.95;30.81;69.19;22.45;77.55
56125;56;125;Malguénac;1735;21.79;78.21;33.33;66.67;21.29;78.71
56126;56;126;Marzan;2442;21.99;78.01;23.81;76.19;21.87;78.13
56127;56;127;Mauron;2933;13.43;86.57;20.78;79.22;13.03;86.97
56128;56;128;Melrand;1470;15.99;84.01;27.87;72.13;15.47;84.53
56129;56;129;Ménéac;1370;11.39;88.61;0.0;100.0;11.69;88.31
56130;56;130;Merlevenez;2959;19.64;80.36;19.79;80.21;19.62;80.38
56131;56;131;Meslan;1389;18.57;81.43;22.22;77.78;18.29;81.71
56132;56;132;Meucon;2316;24.44;75.56;3.88;96.12;25.4;74.6
56133;56;133;Missiriac;1032;15.6;84.4;0.0;100.0;16.28;83.72
56134;56;134;Mohon;914;13.13;86.87;18.42;81.58;12.65;87.35
56135;56;135;Molac;1386;17.75;82.25;15.38;84.62;17.87;82.13
56136;56;136;Monteneuf;733;20.46;79.54;0.0;100.0;21.19;78.81
56137;56;137;Monterblanc;3106;24.02;75.98;16.34;83.66;24.42;75.58
56139;56;139;Montertelot;318;20.75;79.25;0.0;100.0;21.71;78.29
56140;56;140;Moréac;3224;15.85;84.15;18.03;81.97;15.72;84.28
56141;56;141;Moustoir-Ac;1546;21.22;78.78;8.16;91.84;21.64;78.36
56143;56;143;Muzillac;5247;22.03;77.97;23.76;76.24;21.93;78.07
56144;56;144;Évellys;3053;16.31;83.69;8.77;91.23;16.6;83.4
56145;56;145;Néant-sur-Yvel;1046;20.08;79.92;10.64;89.36;20.52;79.48
56146;56;146;Neulliac;1306;17.69;82.31;11.43;88.57;18.04;81.96
56147;56;147;Nivillac;4684;21.63;78.37;20.81;79.19;21.67;78.33
56148;56;148;Nostang;1608;26.18;73.82;14.29;85.71;26.45;73.55
56149;56;149;Noyal-Muzillac;2302;16.25;83.75;20.91;79.09;16.01;83.99
56151;56;151;Noyal-Pontivy;3439;20.15;79.85;27.35;72.65;19.63;80.37
56152;56;152;Le Palais;2702;21.69;78.31;3.45;96.55;22.72;77.28
56153;56;153;Péaule;2591;15.79;84.21;21.81;78.19;15.31;84.69
56154;56;154;Peillac;1938;23.74;76.26;27.91;72.09;23.54;76.46
56155;56;155;Pénestin;2183;17.18;82.82;6.76;93.24;17.54;82.46
56156;56;156;Persquen;350;16.86;83.14;14.71;85.29;17.09;82.91
56157;56;157;Plaudren;1803;19.63;80.37;23.44;76.56;19.49;80.51
56158;56;158;Plescop;6512;27.01;72.99;31.43;68.57;26.66;73.34
56159;56;159;Pleucadeuc;1781;18.25;81.75;20.18;79.82;18.12;81.88
56160;56;160;Pleugriffet;1172;16.13;83.87;0.0;100.0;16.62;83.38
56161;56;161;Ploemel;3142;26.67;73.33;26.92;73.08;26.66;73.34
56162;56;162;Ploemeur;20919;26.53;73.47;21.33;78.67;26.74;73.26
56163;56;163;Ploërdut;1213;18.3;81.7;12.9;87.1;18.59;81.41
56164;56;164;Ploeren;7153;27.5;72.5;22.99;77.01;27.8;72.2
56165;56;165;Ploërmel;10135;22.87;77.13;23.77;76.23;22.79;77.21
56166;56;166;Plouay;5706;21.42;78.58;20.21;79.79;21.48;78.52
56167;56;167;Plougoumelen;2870;30.14;69.86;27.2;72.8;30.27;69.73
56168;56;168;Plouharnel;2383;24.26;75.74;17.39;82.61;24.53;75.47
56169;56;169;Plouhinec;5805;23.76;76.24;24.27;75.73;23.73;76.27
56170;56;170;Plouray;1054;15.56;84.44;0.0;100.0;15.77;84.23
56171;56;171;Pluherlin;1436;18.59;81.41;20.59;79.41;18.49;81.51
56172;56;172;Plumelec;2432;16.69;83.31;18.75;81.25;16.55;83.45
56173;56;173;Pluméliau-Bieuzy;4574;21.45;78.55;20.71;79.29;21.5;78.5
56174;56;174;Plumelin;2707;22.53;77.47;16.43;83.57;22.87;77.13
56175;56;175;Plumergat;3939;23.58;76.42;21.74;78.26;23.66;76.34
